name;address;inn;ogrn;license_number
"Общество с ограниченной ответственностью ""Медикор плюс"" ООО ""Медикор плюс""";Октябрьская набережная д. 64, кор. 3, литер А;7826674430;1,03785E+12;ЛО-78-01-000214
"Общество с ограниченной ответственностью ""Семейная Стоматология"" ООО ""Семейная Стоматология""";ул. Гаккелевская, 20, корп. 1 лит. Б пом. 19Н;7814135232;1,03783E+12;ЛО-78-01-000215
"Общество с ограниченной ответственностью ""ТРИДЕНТ"" ООО ""ТРИДЕНТ""";Белградская ул., д. 26, корпус 6;7816106967;1,03784E+12;ЛО-78-01-000216
Индивидуальный предприниматель Мандрик Ирина Олеговна;Космонавтов пр., дом 52 корп. 4 кв. 3;7,826E+11;3,04781E+14;ЛО-78-01-000217
"Общество с ограниченной ответственностью ""ЭКСПРЕСС-СЕРВИС""";Приморский пр., д. 9, лит. А;7814136660;1,03783E+12;ЛО-78-01-000218
"Общество с ограниченной ответственностью ""Дент Лайт""";ул. Декабристов, д. 6, пом. 10-Н;7826167831;1,03785E+12;ЛО-78-01-000219
"Общество с ограниченной ответственностью ""Кладовые здоровья - Сервис"" ООО ""Кладовые здоровья - Сервис""";ул. Можайская, д. 2, лит. А, пом. 2-Н;7838394540;1,07985E+12;ЛО-78-01-000220
"Общество с ограниченной ответственностью ""Виза-Дент"" ООО ""Виза-Дент""";Богатырский пр., д. 32, корпус 1, лит. А, пом. 18-Н;7814157613;1,04782E+12;ЛО-78-01-000221
"Общество с ограниченной ответственностью ""КОМБАТ"" ООО ""КОМБАТ""";Санкт-Петербургское ш., д. 82-а;7819019991;1,02781E+12;ЛО-78-01-000222
"Общество с ограниченной ответственностью ""Медициинский центр ""Дента-Мед"" ООО ""МЦ ""Дента-Мед""";Авиационная ул., дом 18;7810691775;1,03782E+12;ЛО-78-01-000223
"Общество с ограниченной ответственностью ""Национальный медицинский лечебно-диагностический центр ""Спасение"" ООО ""Спасение""";ул. 10-я Красноармейская, д. 26/6, лит. А;7826047206;1,02781E+12;ЛО-78-01-000224
"Открытое акционерное общество ""Интуравтосервис"" ОАО ""Интуравтосервис""";ул. Седова, д. 5;7811038223;1,02781E+12;ЛО-78-01-000225
"Общество с ограниченной ответственностью ""ФИРМА ФЕРОНИКА ЛТД"" ООО ""ФИРМА ВЕРОНИКА ЛТД""";ул. Савушкина, д. 8, корп. 2;7814014070;1,03783E+12;ЛО-78-01-000226
"Общество с ограниченной ответственностью ""Медицинский центр ""Лиговский"" ООО ""МЦ ""Лиговский""";Лиговский пр., д. 37, лит.А;7842357558;1,07785E+12;ЛО-78-01-000227
"Производственный кооператив ""Стоматолог"" ПК ""Стоматолог""";ул. Марата, д. 1;7822001602;1,02781E+12;ЛО-78-01-000228
"Открытое акционерное общество ""Научно-производственное предприятие ""МИР""  ОАО ""НПП ""МИР""";;7820077274;1,02781E+12;ЛО-78-01-000229
"Общество с ограниченной ответственностью ""ТРАНЗИТ"" ООО ""Транзит""";ул. Чайковского, дом 38/9, литер А, помещение 7Н;7825444240;1,03784E+12;ЛО-78-01-000230
"Общество с ограниченной ответственностью ""Диагностический центр ""Зрение"" ООО ""ДЦ ""Зрение""";Коломяжский пр., д. 10;7814386846;1,07785E+12;ЛО-78-01-000231
"Общество с ограниченной ответственностью ""АРТДЕНТ"" , ООО ""АРТДЕНТ""";ул. Уральская, д. 19, корп. 2, литер С, пом. 4Н;7801412538;5,06785E+12;ЛО-78-01-000232
"Общество с ограниченной ответственностью ""Медицинский центр ""Союза интернационалистов"", ООО ""Медицинский центр Союза интернационалистов""";ул. Сестрорецкая,  дом 5, литер А, пом. 1Н;7814408240;1,08985E+12;ЛО-78-01-000233
"Общество с ограниченной ответственностью ""МАРКА, ООО ""МАРКА""""";пр. Юрия Гагарина, д. 37, пом. 18-Н, лит. А;7810508620;1,08985E+12;ЛО-78-01-000234
"Общество с ограниченной ответственностью ""Бостон косметикс"" , ООО ""Бостон косметикс""";ул. Мытнинская, д. 12;7825446938;1,03784E+12;ЛО-78-01-000235
"Общество с ограниченной ответственностью ""Династия+"", ООО ""Династия+""";улица 9-ая Совеская, д. 10-12, пом. 1-Н, 5-Н,лит. А;7825488712;1,02781E+12;ЛО-78-01-000236
"Общество с ограниченной ответственностью ""Акне АЗ"", ООО ""Акне АЗ""""";"ул. Академика Павлова, д. 5, литер ""Е""";7813305065;1,04786E+12;ЛО-78-01-000237
"Общество с ограниченной ответственностью ""Ворон"", ООО ""Ворон""";ул. Стойкости, д. 26, корпус 3, лит. А, пом. 10Н;7805455250;1,08985E+12;ЛО-78-01-000238
"Закрытое акционерное общестов ""ЛЕНТЕХГАЗ"", ЗАО ""ЛЕНТЕХГАЗ""";Большой Смоленский проспект, д. № 11;7811001657;1,02781E+12;ЛО-78-01-000239
"Общество с ограниченной ответственностью ""Н.П. - стоматология"", ООО ""Н.П.-С.""";пр. Стачек, д. 134, к. 45;7812022508;1,0278E+12;ЛО-78-01-000240
"Общество с ограниченной ответственностью ""Фотиния"", ООО ""Фотиния""";Петербургское шоссе, д. 13/1;7820037794;2,03784E+12;ЛО-78-01-000241
Индивидуальный предприниматель Белова Людмила Николаевна;пр. Ленина, д. 21/2, кв. 26;7,818E+11;3,04784E+14;ЛО-78-01-000242
Индивидуальный предприниматель Никитенко Людмила Владимировна;ул. Флотская, д. 21, кв. 35;7,818E+11;3,04784E+14;ЛО-78-01-000243
Индивидуальный предприниматель Хазанов Роберт Александрович;наб. реки Фонтанки, дом 110, кв. 15;7,826E+11;3,04784E+14;ЛО-78-01-000244
"Оздоровительный фонд ""МЕДИНЕФ""";ул. Моховая, д. 31, пом. 22Н;7825107727;1,03784E+12;ЛО-78-01-000245
"Общество с ограниченной ответственностью ""Диагностические центры ""Алкор Био""";"ул. Ленинградская, д. 70, литер ""В""";7801076452;1,0278E+12;ЛО-78-01-000246
"Общество с ограниченной ответственностью ""Авиценна +""";Пискаревский пр., дом 37, корпус 2 лит. А, пом. 12Н;7842363030;1,07785E+12;ЛО-78-01-000247
"Общество с ограниченной ответственностью ""Виктория""";Ленинский проспеект, дом 159, литер А, пом. 3Н;7810028092;1,05781E+12;ЛО-78-01-000248
"Общество с ограниченной ответственностью ""МЕДИДЕНТ""";Приморский пр., д. 3, литер А;7817043702;1,03784E+12;ЛО-78-01-000249
"Общество с ограниченной ответственностью ""ВОЛНА""";пр. Стачек, д. 82;7805137963;1,03781E+12;ЛО-78-01-000250
"Общество с ограниченной ответственностью ""Хеликс Северный""";Большой Сампсониевский пр., д. 20;7802429661;1,08985E+12;ЛО-78-01-000251
"Общество с ограниченной ответственностью ""Авто-Мед""";шоссе Революции, дом 87, лит. А;7806139610;1,03782E+12;ЛО-78-01-000252
"Общество с ограниченной ответственностью ""Идеал""";Большой пр., В.О., дом 19, литер А, помещение 2Н;7801126537;1,0278E+12;ЛО-78-01-000253
"Общество с ограниченной ответственностью ""Клиника эстетической стоматологии ""Студия БИ""""";ул. Профессора Попова, д. 27, литера А, помещение 38Н;7802197795;1,0278E+12;ЛО-78-01-000254
"Общество с ограниченной ответственностью ""АСМ ТРАНСПОРТ""""";ул. Софийская, д. 78, лит. Б;4703085911;1,0647E+12;ЛО-78-01-000255
"Закрытое акционерное общество ""Планета Фитнес СПб""";ул. Мебельная, д. 1, лит. А, корп. 2;7814003807;1,02781E+12;ЛО-78-01-000256
"Общество с ограниченной ответственностью ""Линкон""";14-я линия, дом 97, литер А, помещение 2Н;7801007096;1,0278E+12;ЛО-78-01-000257
"Общество с ограниченной ответственностью ""Полимед""";проспект Пятилеток, дом 6, корпус 1 Литера А, помещение 3Н;7811407590;1,08985E+12;ЛО-78-01-000258
"Общество с ограниченной ответственностью ""Медицинский центр. Средний 5.""";Кадетская линия, д. 27/5, литер А, пом. 1Н;7801445188;1,07785E+12;ЛО-78-01-000259
"Открытое акционерное общество ""Балтийский завод""";В.О., Косая линия, д. 16;7830001910;1,0278E+12;ЛО-78-01-000260
"Общество с ограниченной ответственностью ""Медицинский  консультативно-диагностический центр ""ПРОФ-Медицина"" ";ул. Рылеева, д. 15, лит. А, пом. 7Н;7841378964;1,08985E+12;ЛО-78-01-000261
"Общество с ограниченной ответственностью ""Приор"" ";пр. Стачек, д. 93;7805196817;1,03781E+12;ЛО-78-01-000262
"Общество с ограниченной ответственностью ""Петроблат"" ";Михайловский пер., д. 4а, лит. Б;7805298047;1,04781E+12;ЛО-78-01-000263
"Общество с ограниченной ответственностью ""АРГО"" ";ул. Некрасова, д. 58;7842373704;1,07985E+12;ЛО-78-01-000264
"Закрытое акционерное общество ""Невская Оптика Холдинг""";Ленинский пр., д. 140;7805140028;1,0278E+12;ЛО-78-01-000265
"Общество с ограниченной ответственностью ""Клиника амбулаторной урологии и гинекологии доктора А.В. Мефодьева""";ул. Композиторов, д. 10, пом. 63-Н;7802305024;1,04786E+12;ЛО-78-01-000266
"Общество с ограниченной ответственностью ""Прима-дент""";ул. Красноармейская, дом 20;7819030265;1,04783E+12;ЛО-78-01-000267
"Общество с ограниченной ответственностью ""Доктор Линз СПб""";ул. Большая Пушкарская, д. 19;7813411426;1,08985E+12;ЛО-78-01-000268
"Некоммерческое партнерство ""Здоровье нации""";проспект Тореза, 72;7802340452;1,05781E+12;ЛО-78-01-000269
"Общество с ограниченной ответственностью  Медицинская косметология ""Академия красоты""";пр. Энгельса, д. 63, корп. 1, лит. А;7804162332;1,03781E+12;ЛО-78-01-000270
"Общество с ограниченной ответственностью  ""Оптик Трейд""";наб. реки Мойки, д. 67/69, Лит. А, пом. 11Н;7840377929;1,07985E+12;ЛО-78-01-000271
"Негосударственное образовательное учреждение инситиут дополнительного профессионального образования ""АТОМПРОФ""";ул. Аэродромная, дом 4, литер А;7814000683;7,07985E+12;ЛО-78-01-000272
"Общество с ограниченной ответственностью ""Аполлония""";ул. Фрунзе, д. 19, кор. 2, пом. 24 Н, лит. А;7810274813;1,0278E+12;ЛО-78-01-000273
"Закрытое акционерное общество ""МЕДИ""";Невский проспект, дом 82;7815005487;1,02781E+12;ЛО-78-01-000274
"Общество с ограниченой ответственностью ""Биопин""";Невский проспект, дом 82;7825348909;1,02781E+12;ЛО-78-01-000275
"Общество с ограниченой ответственностью ""НАРАН""";ул. Академика Павлова, д. 14, литер А, пом. 7-Н;7813404429;1,08985E+12;ЛО-78-01-000276
"Общество с ограниченой ответственностью ""Ройал Мед""";ул. Школьная, д. 2, лит. А, пом. 5Н;7814401050;1,08985E+12;ЛО-78-01-000277
"Общество с ограниченой ответственностью ""ЗАРКОН""";ул. Торжковская, д. 13;7814395992;1,08985E+12;ЛО-78-01-000279
"Общество с ограниченой ответственностью ""Сан-Ремо""";В.О.,Большой пр. д. 63 пом. 2 Н лит. А ;7801152939;1,0278E+12;ЛО-78-01-000280
"Общество с ограниченой ответственностью ""КРАСОТА""";8 Советская улица, дом 14;7825693623;1,02781E+12;ЛО-78-01-000281
"Закрытое акционерное общество ""Международный центр репродуктивной медицины""";В.О., Менделеевская линия, дом 3, копус 4а;7810930695;1,0378E+12;ЛО-78-01-000282
